ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_pylab_helpers.py:114(_set_new_active_manager)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_pylab_helpers.py:127(set_active)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:172(_cached_realpath)
4,0.000,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/spines.py:34(__init__)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:170(__init__)
15868,0.003,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:177(open_group)
15868,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:184(close_group)
1588,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:452(get_image_magnification)
4317,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:639(flipy)
14280,0.016,0.000,0.287,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:658(new_gc)
14280,0.089,0.000,0.272,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:735(__init__)
14280,0.003,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:776(restore)
14280,0.005,0.000,0.005,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:803(get_clip_path)
14280,0.004,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:818(get_dashes)
14280,0.003,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:858(get_snap)
11934,0.011,0.000,0.019,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:869(set_alpha)
7202,0.007,0.000,0.007,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:886(set_antialiased)
7202,0.006,0.000,0.012,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:891(set_capstyle)
10346,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:902(set_clip_rectangle)
14280,0.026,0.000,0.100,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:906(set_clip_path)
7202,0.003,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:911(set_dashes)
23453,0.016,0.000,0.035,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:935(set_foreground)
6029,0.003,0.000,0.007,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:955(set_joinstyle)
7202,0.005,0.000,0.005,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:966(set_linewidth)
13107,0.003,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:970(set_url)
1588,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:974(set_gid)
8375,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:978(set_snap)
14280,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:993(get_hatch)
14280,0.009,0.000,0.012,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:997(get_hatch_path)
14280,0.004,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:1004(get_hatch_color)
14280,0.003,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:1012(get_hatch_linewidth)
14280,0.003,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:1016(get_sketch_params)
1588,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:1227(__init__)
17512,0.060,0.000,0.071,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:25(get_rotation)
1588,0.003,0.000,0.005,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:1255(__init__)
5490,0.097,0.000,0.799,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:52(_get_textbox)
59340,0.436,0.000,9.169,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:115(__init__)
143474,0.390,0.000,6.488,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:162(update)
4764,0.011,0.000,0.267,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:211(_get_xy_display)
1580,0.036,0.000,39.561,0.025,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:1595(wrapper)
5,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:1575(_check_savefig_extra_args)
2,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:1694(__init__)
1592,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:1715(<lambda>)
2,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:1719(_fix_ipython_backend2gui)
16,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:1745(_idle_draw_cntx)
1588,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:1753(is_saving)
1588,0.006,0.000,0.015,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:1775(draw_event)
1588,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:2035(draw)
8,0.000,0.000,0.167,0.021,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:2045(draw_idle)
1580,0.002,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:2156(_get_output_canvas)
1580,0.051,0.000,39.950,0.025,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:2192(print_figure)
3,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:2389(mpl_connect)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:2444(mpl_disconnect)
2215,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:218(_get_multialignment)
17512,0.018,0.000,0.093,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:224(get_rotation)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:2795(notify_axes_change)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:2776(__init__)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:2819(destroy)
1572,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:2825(resize)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:2852(set_window_title)
17512,0.004,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:235(get_transform_rotates_text)
59341,0.116,0.000,0.180,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:241(set_rotation_mode)
2215,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:256(get_rotation_mode)
1,0.000,0.000,0.001,0.001,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:3487(new_figure_manager)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:3496(new_figure_manager_given_figure)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:3503(draw_if_interactive)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:3563(Show)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/backend_bases.py:3548(export)
3,0.000,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/pyplot.py:912(close)
8,0.000,0.000,0.419,0.052,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/pyplot.py:974(savefig)
6352,0.003,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:124(<genexpr>)
1,0.000,0.000,0.003,0.003,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/pyplot.py:684(figure)
329059,0.235,0.000,0.781,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/pyplot.py:831(_auto_draw_if_interactive)
8,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/pyplot.py:852(gcf)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/pyplot.py:873(get_fignums)
8301,0.015,0.000,0.015,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/hatch.py:182(_validate_hatch_pattern)
75474,1.397,0.000,10.593,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:276(__init__)
75474,0.046,0.000,0.155,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:492(set_pickradius)
75474,0.040,0.000,0.080,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:537(set_markevery)
150948,0.191,0.000,0.564,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:630(set_data)
25158,0.428,0.000,1.799,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:649(recache)
75474,0.081,0.000,0.313,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:713(set_transform)
25158,0.033,0.000,1.832,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:996(get_path)
75474,0.047,0.000,0.078,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:1010(set_antialiased)
75474,0.103,0.000,0.920,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:1022(set_color)
75474,0.116,0.000,0.198,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:1034(set_drawstyle)
75474,0.118,0.000,0.225,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:1069(set_linewidth)
75474,0.303,0.000,0.554,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:1087(set_linestyle)
50316,0.100,0.000,1.536,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:1135(set_marker)
226422,0.276,0.000,0.630,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:1149(_set_markercolor)
75474,0.026,0.000,0.189,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:1163(set_markeredgecolor)
75474,0.046,0.000,0.369,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:1173(set_markerfacecolor)
75474,0.029,0.000,0.174,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:1183(set_markerfacecoloralt)
75474,0.050,0.000,0.093,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:1193(set_markeredgewidth)
75474,0.064,0.000,0.095,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:1208(set_markersize)
188685,0.140,0.000,0.243,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:1222(set_xdata)
188685,0.098,0.000,0.177,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:1234(set_ydata)
75474,0.069,0.000,0.161,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:1291(set_dash_joinstyle)
75474,0.059,0.000,0.135,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:1307(set_solid_joinstyle)
75474,0.123,0.000,0.272,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:1339(set_dash_capstyle)
75474,0.068,0.000,0.146,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/lines.py:1355(set_solid_capstyle)
126947,0.143,0.000,2.941,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/markers.py:219(__init__)
253894,0.410,0.000,1.390,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/markers.py:237(_recache)
1157,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/markers.py:256(is_filled)
51473,0.010,0.000,0.010,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/markers.py:259(get_fillstyle)
126947,0.199,0.000,0.354,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/markers.py:266(_set_fillstyle)
126947,0.503,0.000,2.444,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/markers.py:295(_set_marker)
1157,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/markers.py:336(get_path)
1157,0.002,0.000,0.009,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/markers.py:345(get_transform)
75474,0.018,0.000,0.018,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/markers.py:371(_set_nothing)
1157,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/markers.py:432(_half_fill)
1157,0.006,0.000,0.027,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/markers.py:435(_set_circle)
1157,0.002,0.000,0.029,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/markers.py:461(_set_point)
12579,0.033,0.000,0.212,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/markers.py:682(_set_tickleft)
12579,0.022,0.000,0.133,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/markers.py:688(_set_tickright)
12579,0.023,0.000,0.135,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/markers.py:696(_set_tickup)
12579,0.034,0.000,0.214,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/markers.py:702(_set_tickdown)
3519,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/collections.py:771(get_facecolor)
3519,0.003,0.000,0.006,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/collections.py:774(get_edgecolor)
6942,0.056,0.000,0.296,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/collections.py:784(_set_edgecolor)
3471,0.008,0.000,0.165,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/collections.py:803(set_edgecolor)
1157,0.003,0.000,0.089,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/collections.py:821(set_alpha)
2346,0.003,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/collections.py:845(_set_mappable_flags)
2346,0.007,0.000,0.224,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/collections.py:879(update_scalarmappable)
2330,0.044,0.000,0.062,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/collections.py:963(set_sizes)
1173,0.004,0.000,5.113,0.004,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/collections.py:987(draw)
